-1	-0.996917333733128	-0.987688340595138	-0.972369920397677	-0.951056516295154	-0.923879532511287	-0.891006524188368	-0.852640164354092	-0.809016994374948	-0.760405965600031	-0.707106781186548	-0.649448048330184	-0.587785252292473	-0.522498564715949	-0.453990499739547	-0.382683432365090	-0.309016994374947	-0.233445363855905	-0.156434465040231	-0.0784590957278450	-6.12323399573677e-17
-0.996992941167792	-0.993901216017895	-0.984644773038573	-0.969279672169773	-0.947898886279438	-0.920631602505557	-0.887642225305278	-0.849129055342016	-0.805322597955926	-0.756483417967735	-0.702899387821641	-0.644882038711939	-0.582761439135190	-0.516878393770233	-0.447571242187027	-0.375150535960274	-0.299842892015086	-0.221643137889474	-0.139830606105321	-0.0509834367519935	-6.12323399573677e-17
-0.987989849476809	-0.984871113063590	-0.975532827912305	-0.960028569463689	-0.938446963708241	-0.910910648905780	-0.877574734770706	-0.838624645279231	-0.794273149806889	-0.744756243927284	-0.690327276993397	-0.631248213434033	-0.567775876940936	-0.500138785844952	-0.428495001378919	-0.352848407942088	-0.272865306783435	-0.187429823057767	-0.0935436762696530	0.0122000903459610	-6.12323399573677e-17
-0.973044870579824	-0.969881665014523	-0.960408662243657	-0.944675413365603	-0.922763511779976	-0.894785020399789	-0.860880079069848	-0.821213446930158	-0.775969565092677	-0.725345432531490	-0.669540060661676	-0.608738280447588	-0.543084729552637	-0.472639854687617	-0.397301239277319	-0.316655056636785	-0.229686060798792	-0.134264843579239	-0.0273994086710468	0.0668388969443842	-6.12323399573677e-17
-0.952247885338415	-0.949023571346516	-0.939365486447405	-0.923317790323696	-0.900952672651727	-0.872368097381548	-0.837684330930577	-0.797038856343896	-0.750579011371683	-0.698451244787570	-0.640785113051688	-0.577668756434073	-0.509110068502825	-0.434973175871311	-0.354872092372206	-0.267995371354263	-0.172868966600243	-0.0675238907157954	0.0445611720572396	0.0746649606293242	-6.12323399573677e-17
-0.925723969268890	-0.922423042054496	-0.912532989868879	-0.896091451877322	-0.873159275908530	-0.843817494765870	-0.808162657262313	-0.766299971865604	-0.718333381846140	-0.664351147567772	-0.604404626825140	-0.538476516200779	-0.466432658104762	-0.387949060421560	-0.302407425514822	-0.208785026186074	-0.105787598117091	0.00604463158999811	0.107062361408794	0.0301970493030628	-6.12323399573677e-17
-0.893632640323412	-0.890241033969924	-0.880076541506966	-0.863169451804412	-0.839567876857648	-0.809333953787199	-0.772537996351257	-0.729249954392048	-0.679527177469865	-0.623396950988432	-0.560831540883015	-0.491712649696551	-0.415782027842355	-0.332579122858463	-0.241390900628305	-0.141355062188732	-0.0324249812159150	0.0790019607092520	0.146836482967291	-0.0354203239442459	-6.12323399573677e-17
-0.856166899530267	-0.852672276828980	-0.842196170842982	-0.824761046171512	-0.800401531033836	-0.769159930574300	-0.731079374301395	-0.686193942375973	-0.634514817256254	-0.576011178791060	-0.510584388260375	-0.438034713025510	-0.358024001761867	-0.270054518662138	-0.173548019847306	-0.0683601170622987	0.0428629025935942	0.143971133827624	0.155440334610394	-0.0762299490910139	-6.12323399573677e-17
-0.813552070262968	-0.809944094984683	-0.799125335056575	-0.781110363277849	-0.755920313053189	-0.723577891424675	-0.684099873434955	-0.637486538751026	-0.583707401351635	-0.522682709172160	-0.454261125424828	-0.378197482418820	-0.294145898038534	-0.201720319331827	-0.100797329595541	0.00732608478705526	0.115605757081142	0.194382897657493	0.131047501181541	-0.0636495098853604	-6.12323399573677e-17
-0.766044443118978	-0.762315031892622	-0.751129480226323	-0.732494851947434	-0.706419589650753	-0.672908326764765	-0.631954267994329	-0.583528890474559	-0.527568956436987	-0.463961731035293	-0.392532016411875	-0.313042341174750	-0.225239651717328	-0.129046576299667	-0.0251961655138125	0.0827238673682286	0.181484399773497	0.225139947902391	0.0788360636767752	-0.0784590957278450	-6.12323399573677e-17
